Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases)
17-05-2020,Karnataka,145398,1147,143444,,,,,,,,,
18-05-2020,Karnataka,151663,1246,149566,,,,,,,,,
19-05-2020,Karnataka,158599,1395,156247,,,,,,,,,
20-05-2020,Karnataka,166781,1462,164199,,,,,,,,,
21-05-2020,Karnataka,174297,1605,171484,,,,,,,,,
22-05-2020,Karnataka,186526,1743,183088,,,,,,,,,
23-05-2020,Karnataka,196196,1959,192127,,,,,,,,,
24-05-2020,Karnataka,206313,2089,201978,,,,,,,,,
25-05-2020,Karnataka,219894,2182,215308,,,,,,,,,
26-05-2020,Karnataka,228914,2283,223477,,,,,,,,,
27-05-2020,Karnataka,241608,2418,235876,,,,,,,,,
28-05-2020,Karnataka,252078,2533,246115,,,,,,,,,
29-05-2020,Karnataka,264489,2781,258130,,,,,,,,,
30-05-2020,Karnataka,280217,2922,273404,,,,,,,,,
31-05-2020,Karnataka,293575,3221,286245,,,,,,,,,
01-06-2020,Karnataka,304816,3408,297052,,,,,,,,,
02-06-2020,Karnataka,319628,3796,310967,,,,,,,,,
03-06-2020,Karnataka,334825,4063,325686,,,,,,,,,
04-06-2020,Karnataka,347093,4320,337154,,,,,,,,,
05-06-2020,Karnataka,360720,4835,349951,,,,,,,,,
06-06-2020,Karnataka,372582,5213,361382,,,,,,,,,
07-06-2020,Karnataka,384442,5452,372399,,,,,,,,,
08-06-2020,Karnataka,393221,5760,380630,,,,,,,,,
09-06-2020,Karnataka,400257,5921,387027,,,,,,,,,
10-06-2020,Karnataka,408506,6041,394603,,,,,,,,,
11-06-2020,Karnataka,416506,6245,402105,,,,,,,,,
12-06-2020,Karnataka,426341,6516,411244,,,,,,,,,
13-06-2020,Karnataka,436518,6824,420773,,,,,,,,,
14-06-2020,Karnataka,443969,7000,427608,,,,,,,,,
15-06-2020,Karnataka,449331,7213,432346,,,,,,,,,
16-06-2020,Karnataka,457267,7530,439654,,,,,,,,,
17-06-2020,Karnataka,464798,7734,446448,,,,,,,,,
18-06-2020,Karnataka,473507,7944,454476,,,,,,,,,
19-06-2020,Karnataka,484060,8281,464338,,,,,,,,,
20-06-2020,Karnataka,493893,8697,473357,,,,,,,,,
21-06-2020,Karnataka,506765,9150,485345,,,,,,,,,
22-06-2020,Karnataka,515969,9399,493921,,,,,,,,,
23-06-2020,Karnataka,526538,9721,503734,,,,,,,,,
24-06-2020,Karnataka,539247,10118,515388,,,,,,,,,
25-06-2020,Karnataka,553325,10560,527731,,,,,,,,,
26-06-2020,Karnataka,568058,11005,541548,,,,,,,,,
27-06-2020,Karnataka,581635,11923,554095,,,,,,,,,
28-06-2020,Karnataka,595470,13190,566543,,,,,,,,,
29-06-2020,Karnataka,605159,14295,575337,,,,,,,,,
30-06-2020,Karnataka,620747,15242,589637,,,,,,,,,
01-07-2020,Karnataka,637417,16514,604822,,,,,,,,,
02-07-2020,Karnataka,653627,18016,619292,,,,,,,,,
03-07-2020,Karnataka,671934,19710,635582,,,,,,,,,
04-07-2020,Karnataka,689526,21549,650876,,,,,,,,,
05-07-2020,Karnataka,706425,23474,665525,,,,,,,,,
06-07-2020,Karnataka,722305,25317,679267,,,,,,,,,
07-07-2020,Karnataka,740047,26815,694816,,,,,,,,,
08-07-2020,Karnataka,759181,28877,711319,,,,,,,,,
09-07-2020,Karnataka,779209,31105,728887,,,,,,,,,
10-07-2020,Karnataka,798437,33418,745360,,,,,,,,,
11-07-2020,Karnataka,819024,36216,746375,,,,,,,,,
12-07-2020,Karnataka,839074,38843,779609,,,,,,,,,
13-07-2020,Karnataka,856148,41581,793561,,,,,,,,,
14-07-2020,Karnataka,879822,44077,813164,,,,,,,,,
15-07-2020,Karnataka,902026,47253,831246,,,,,,,,,
16-07-2020,Karnataka,925477,51422,850593,,,,,,,,,
17-07-2020,Karnataka,953417,55115,870466,,,,,,,,,
18-07-2020,Karnataka,982701,59652,899016,,,,,,,,,
19-07-2020,Karnataka,999530,63772,927945,,,,,,,,,
20-07-2020,Karnataka,1025420,67420,958311,,,,,,,,,
21-07-2020,Karnataka,1051976,71069,963725,,,,,,,,,
22-07-2020,Karnataka,1079749,75833,1002045,,,,,,,,,
23-07-2020,Karnataka,1110497,80863,,,,,,,,,,
25-07-2020,Karnataka,1143262,90942,,,,,,,,,,
26-07-2020,Karnataka,1176827,96141,,,,,,,,,,
27-07-2020,Karnataka,1205051,101465,,,,,,,,,,
28-07-2020,Karnataka,1242771,107001,,,,,,,,,,
29-07-2020,Karnataka,1275761,112504,,,,,,,,,,
30-07-2020,Karnataka,1313856,118632,,,,,,,,,,
31-07-2020,Karnataka,1350792,124115,,,,,,,,,,
01-08-2020,Karnataka,1385552,129287,,,,,,,,,,
02-08-2020,Karnataka,1418569,134819,,,,,,,,,,
03-08-2020,Karnataka,1446558,139571,,,,,,,,,,
04-08-2020,Karnataka,1489016,145830,,,,,,,,,,
05-08-2020,Karnataka,1532654,151449,,,,,,,,,,
06-08-2020,Karnataka,1581075,158254,,,,,,,,,,
07-08-2020,Karnataka,1624628,164924,,,,,,,,,,
08-08-2020,Karnataka,1668511,172102,,,,,,,,,,
09-08-2020,Karnataka,1706447,178087,,,,,,,,,,
10-08-2020,Karnataka,1729067,182354,,,,,,,,,,
11-08-2020,Karnataka,1772991,,,,,,,,,,,
12-08-2020,Karnataka,1826317,,,,,,,,,,,
13-08-2020,Karnataka,1882316,203200,,,,,,,,,,
14-08-2020,Karnataka,1938954,211108,,,,,,,,,,
15-08-2020,Karnataka,1993760,219926,,,,,,,,,,
16-08-2020,Karnataka,2037386,226966,,,,,,,,,,
17-08-2020,Karnataka,2075086,,,,,,,,,,,
18-08-2020,Karnataka,2134174,,,,,,,,,,,
19-08-2020,Karnataka,2197259,,,,,,,,,,,
20-08-2020,Karnataka,2256862,,,,,,,,,,,
21-08-2020,Karnataka,2314485,264546,,,,,,,,,,
22-08-2020,Karnataka,2373103,,,,,,,,,,,
23-08-2020,Karnataka,2413951,,,,,,,,,,,
24-08-2020,Karnataka,2453768,,,,,,,,,,,
25-08-2020,Karnataka,2513555,,,,,,,,,,,
26-08-2020,Karnataka,2580621,,,,,,,,,,,
27-08-2020,Karnataka,2648808,,,,,,,,,,,
28-08-2020,Karnataka,2713034,,,,,,,,,,,
29-08-2020,Karnataka,2785718,,,,,,,,,,,
30-08-2020,Karnataka,2852675,,,,,,,,,,,
31-08-2020,Karnataka,2895807,,,,,,,,,,,
01-09-2020,Karnataka,2979477,,,,,,,,,,,
02-09-2020,Karnataka,3052794,,,,,,,,,,,
03-09-2020,Karnataka,3123918,,,,,,,,,,,
04-09-2020,Karnataka,3197110,,,,,,,,,,,
05-09-2020,Karnataka,3273871,,,,,,,,,,,
06-09-2020,Karnataka,3348255,,,,,,,,,,,
07-09-2020,Karnataka,3393676,,,,,,,,,,,
08-09-2020,Karnataka,3461119,,,,,,,,,,,
09-09-2020,Karnataka,3531441,,,,,,,,,,,
10-09-2020,Karnataka,3586150,,,,,,,,,,,
11-09-2020,Karnataka,3650819,,,,,,,,,,,
12-09-2020,Karnataka,3714402,,,,,,,,,,,
13-09-2020,Karnataka,3800976,,,,,,,,,,,
14-09-2020,Karnataka,3846937,,,,,,,,,,,
15-09-2020,Karnataka,3915302,,,,,,,,,,,
16-09-2020,Karnataka,3986283,,,,,,,,,,,
17-09-2020,Karnataka,4058313,,,,,,,,,,,
18-09-2020,Karnataka,4115783,,,,,,,,,,,
19-09-2020,Karnataka,4179567,,,,,,,,,,,
20-09-2020,Karnataka,4240044,,,,,,,,,,,
21-09-2020,Karnataka,4282735,,,,,,,,,,,
22-09-2020,Karnataka,4338442,,,,,,,,,,,
23-09-2020,Karnataka,4394840,,,,,,,,,,,
24-09-2020,Karnataka,4459004,,,,,,,,,,,
25-09-2020,Karnataka,4518923,,,,,,,,,,,
26-09-2020,Karnataka,4586780,,,,,,,,,,,
27-09-2020,Karnataka,4659860,,,,,,,,,,,
28-09-2020,Karnataka,4718722,,,,,,,,,,,
29-09-2020,Karnataka,4806197,,,,,,,,,,,
30-09-2020,Karnataka,4901083,,,,,,,,,,,
01-10-2020,Karnataka,4997671,,,,,,,,,,,
02-10-2020,Karnataka,5089730,,,,,,,,,,,
03-10-2020,Karnataka,5174652,,,,,,,,,,,
04-10-2020,Karnataka,5260160,,,,,,,,,,,
05-10-2020,Karnataka,5327463,,,,,,,,,,,
06-10-2020,Karnataka,5419954,,,,,,,,,,,
07-10-2020,Karnataka,5524302,,,,,,,,,,,
08-10-2020,Karnataka,5629550,,,,,,,,,,,
09-10-2020,Karnataka,5739530,,,,,,,,,,,
10-10-2020,Karnataka,5852300,,,,,,,,,,,
11-10-2020,Karnataka,5952223,,,,,,,,,,,
12-10-2020,Karnataka,6030980,,,,,,,,,,,
13-10-2020,Karnataka,6137221,,,,,,,,,,,
14-10-2020,Karnataka,6250992,,,,,,,,,,,
15-10-2020,Karnataka,6355809,,,,,,,,,,,
16-10-2020,Karnataka,6461694,,,,,,,,,,,
17-10-2020,Karnataka,6562710,,,,,,,,,,,
18-10-2020,Karnataka,6667777,,,,,,,,,,,
19-10-2020,Karnataka,6746358,,,,,,,,,,,
20-10-2020,Karnataka,6844594,,,,,,,,,,,
21-10-2020,Karnataka,6952835,,,,,,,,,,,
22-10-2020,Karnataka,7060189,,,,,,,,,,,
23-10-2020,Karnataka,7168545,,,,,,,,,,,
24-10-2020,Karnataka,7281090,,,,,,,,,,,
25-10-2020,Karnataka,7381601,,,,,,,,,,,
26-10-2020,Karnataka,7447493,,,,,,,,,,,
27-10-2020,Karnataka,7514194,,,,,,,,,,,
28-10-2020,Karnataka,7600348,,,,,,,,,,,
29-10-2020,Karnataka,7701031,,,,,,,,,,,
30-10-2020,Karnataka,7804312,,,,,,,,,,,
31-10-2020,Karnataka,7905868,,,,,,,,,,,
01-11-2020,Karnataka,8012641,,,,,,,,,,,
02-11-2020,Karnataka,8091137,,,,,,,,,,,
03-11-2020,Karnataka,8185676,,,,,,,,,,,
04-11-2020,Karnataka,8288179,,,,,,,,,,,
05-11-2020,Karnataka,8404516,,,,,,,,,,,
06-11-2020,Karnataka,8514653,,,,,,,,,,,
07-11-2020,Karnataka,8620970,,,,,,,,,,,
08-11-2020,Karnataka,8738226,,,,,,,,,,,
09-11-2020,Karnataka,8823191,,,,,,,,,,,
10-11-2020,Karnataka,8932699,,,,,,,,,,,
11-11-2020,Karnataka,9043217,,,,,,,,,,,
12-11-2020,Karnataka,9158603,,,,,,,,,,,
13-11-2020,Karnataka,9276602,,,,,,,,,,,
14-11-2020,Karnataka,9392474,,,,,,,,,,,
15-11-2020,Karnataka,9492080,,,,,,,,,,,
16-11-2020,Karnataka,9568625,,,,,,,,,,,
17-11-2020,Karnataka,9644009,,,,,,,,,,,
18-11-2020,Karnataka,9741051,,,,,,,,,,,
19-11-2020,Karnataka,9859525,,,,,,,,,,,
20-11-2020,Karnataka,9981137,,,,,,,,,,,
21-11-2020,Karnataka,10106474,,,,,,,,,,,
22-11-2020,Karnataka,10233378,,,,,,,,,,,
23-11-2020,Karnataka,10329473,,,,,,,,,,,
24-11-2020,Karnataka,10447705,,,,,,,,,,,
25-11-2020,Karnataka,10570159,,,,,,,,,,,
26-11-2020,Karnataka,10690557,,,,,,,,,,,
27-11-2020,Karnataka,10804148,,,,,,,,,,,
28-11-2020,Karnataka,10914872,,,,,,,,,,,
29-11-2020,Karnataka,11020300,,,,,,,,,,,
30-11-2020,Karnataka,11101633,,,,,,,,,,,
01-12-2020,Karnataka,11197240,,,,,,,,,,,
02-12-2020,Karnataka,11303158,,,,,,,,,,,
03-12-2020,Karnataka,11411843,,,,,,,,,,,
04-12-2020,Karnataka,11509892,,,,,,,,,,,
05-12-2020,Karnataka,11613924,,,,,,,,,,,
06-12-2020,Karnataka,11713244,,,,,,,,,,,
07-12-2020,Karnataka,11789715,,,,,,,,,,,
08-12-2020,Karnataka,11878413,,,,,,,,,,,
09-12-2020,Karnataka,11979471,,,,,,,,,,,
10-12-2020,Karnataka,12063741,,,,,,,,,,,
11-12-2020,Karnataka,12164587,,,,,,,,,,,
12-12-2020,Karnataka,12266816,,,,,,,,,,,
13-12-2020,Karnataka,12355358,,,,,,,,,,,
14-12-2020,Karnataka,12420213,,,,,,,,,,,
15-12-2020,Karnataka,12509743,,,,,,,,,,,
16-12-2020,Karnataka,12611493,,,,,,,,,,,
17-12-2020,Karnataka,12717849,,,,,,,,,,,
18-12-2020,Karnataka,12822390,,,,,,,,,,,
19-12-2020,Karnataka,12937540,,,,,,,,,,,
20-12-2020,Karnataka,13047768,,,,,,,,,,,
21-12-2020,Karnataka,13121419,,,,,,,,,,,
22-12-2020,Karnataka,13217127,,,,,,,,,,,
23-12-2020,Karnataka,13317070,,,,,,,,,,,
24-12-2020,Karnataka,13415794,,,,,,,,,,,
25-12-2020,Karnataka,13514362,,,,,,,,,,,
26-12-2020,Karnataka,13609914,,,,,,,,,,,
27-12-2020,Karnataka,13704709,,,,,,,,,,,
28-12-2020,Karnataka,13772451,,,,,,,,,,,
29-12-2020,Karnataka,13858850,,,,,,,,,,,
30-12-2020,Karnataka,13962707,,,,,,,,,,,
31-12-2020,Karnataka,14078158,,,,,,,,,,,
01-01-2021,Karnataka,14196065,,,,,,,,,,,
02-01-2021,Karnataka,14310188,,,,,,,,,,,
03-01-2021,Karnataka,14432085,,,,,,,,,,,
04-01-2021,Karnataka,14531251,,,,,,,,,,,
05-01-2021,Karnataka,14654318,,,,,,,,,,,
06-01-2021,Karnataka,14788491,,,,,,,,,,,
07-01-2021,Karnataka,14918254,,,,,,,,,,,
08-01-2021,Karnataka,15050771,,,,,,,,,,,
09-01-2021,Karnataka,15175037,,,,,,,,,,,
10-01-2021,Karnataka,15288243,,,,,,,,,,,
11-01-2021,Karnataka,15375146,,,,,,,,,,,
12-01-2021,Karnataka,15485359,,,,,,,,,,,
13-01-2021,Karnataka,15598874,,,,,,,,,,,
14-01-2021,Karnataka,15705129,,,,,,,,,,,
15-01-2021,Karnataka,15789978,,,,,,,,,,,
16-01-2021,Karnataka,15884994,,,,,,,,,,,
17-01-2021,Karnataka,15983473,,,,,,,,,,,
18-01-2021,Karnataka,16052738,,,,,,,,,,,
19-01-2021,Karnataka,16133663,,,,,,,,,,,
20-01-2021,Karnataka,16217753,,,,,,,,,,,
21-01-2021,Karnataka,16306608,,,,,,,,,,,
22-01-2021,Karnataka,16399189,,,,,,,,,,,
23-01-2021,Karnataka,16485599,,,,,,,,,,,
24-01-2021,Karnataka,16566713,,,,,,,,,,,
25-01-2021,Karnataka,16626140,,,,,,,,,,,
26-01-2021,Karnataka,16691703,,,,,,,,,,,
27-01-2021,Karnataka,16750398,,,,,,,,,,,
28-01-2021,Karnataka,16816459,,,,,,,,,,,
29-01-2021,Karnataka,16884991,,,,,,,,,,,
30-01-2021,Karnataka,16958479,,,,,,,,,,,
31-01-2021,Karnataka,17033930,,,,,,,,,,,
01-02-2021,Karnataka,17087246,,,,,,,,,,,
02-02-2021,Karnataka,17147397,,,,,,,,,,,
03-02-2021,Karnataka,17218163,,,,,,,,,,,
04-02-2021,Karnataka,17294005,,,,,,,,,,,
05-02-2021,Karnataka,17368124,,,,,,,,,,,
06-02-2021,Karnataka,17442715,,,,,,,,,,,
07-02-2021,Karnataka,17516945,,,,,,,,,,,
08-02-2021,Karnataka,17565234,,,,,,,,,,,
09-02-2021,Karnataka,17625719,,,,,,,,,,,
10-02-2021,Karnataka,17691918,,,,,,,,,,,
11-02-2021,Karnataka,17760112,,,,,,,,,,,
12-02-2021,Karnataka,17829105,,,,,,,,,,,
13-02-2021,Karnataka,17895155,,,,,,,,,,,
14-02-2021,Karnataka,17956031,,,,,,,,,,,
15-02-2021,Karnataka,17998276,,,,,,,,,,,
16-02-2021,Karnataka,18045304,,,,,,,,,,,
17-02-2021,Karnataka,18099928,,,,,,,,,,,
18-02-2021,Karnataka,18159563,,,,,,,,,,,
19-02-2021,Karnataka,18221003,,,,,,,,,,,
20-02-2021,Karnataka,18279393,,,,,,,,,,,
21-02-2021,Karnataka,18334627,,,,,,,,,,,
22-02-2021,Karnataka,18380495,,,,,,,,,,,
23-02-2021,Karnataka,18431322,,,,,,,,,,,
24-02-2021,Karnataka,18494364,,,,,,,,,,,
25-02-2021,Karnataka,18562530,,,,,,,,,,,
26-02-2021,Karnataka,18639329,,,,,,,,,,,
27-02-2021,Karnataka,18712761,,,,,,,,,,,
28-02-2021,Karnataka,18796775,,,,,,,,,,,
01-03-2021,Karnataka,18856902,,,,,,,,,,,
02-03-2021,Karnataka,18921149,,,,,,,,,,,
03-03-2021,Karnataka,18989488,,,,,,,,,,,
04-03-2021,Karnataka,19068106,,,,,,,,,,,
05-03-2021,Karnataka,19146913,,,,,,,,,,,
06-03-2021,Karnataka,19229142,,,,,,,,,,,
07-03-2021,Karnataka,19305102,,,,,,,,,,,
08-03-2021,Karnataka,19361547,,,,,,,,,,,
09-03-2021,Karnataka,19427973,,,,,,,,,,,
10-03-2021,Karnataka,19498106,,,,,,,,,,,
11-03-2021,Karnataka,19571207,,,,,,,,,,,
12-03-2021,Karnataka,19644839,,,,,,,,,,,
13-03-2021,Karnataka,19717489,,,,,,,,,,,
14-03-2021,Karnataka,19790597,,,,,,,,,,,
15-03-2021,Karnataka,19852955,,,,,,,,,,,
16-03-2021,Karnataka,19921424,,,,,,,,,,,
17-03-2021,Karnataka,20008072,,,,,,,,,,,
18-03-2021,Karnataka,20101442,,,,,,,,,,,
19-03-2021,Karnataka,20193326,,,,,,,,,,,
20-03-2021,Karnataka,20287369,,,,,,,,,,,
21-03-2021,Karnataka,20389209,,,,,,,,,,,
22-03-2021,Karnataka,20467387,,,,,,,,,,,
23-03-2021,Karnataka,20566120,,,,,,,,,,,
24-03-2021,Karnataka,20674133,,,,,,,,,,,
25-03-2021,Karnataka,20782529,,,,,,,,,,,
26-03-2021,Karnataka,20894800,,,,,,,,,,,
27-03-2021,Karnataka,21002216,,,,,,,,,,,
28-03-2021,Karnataka,21108544,,,,,,,,,,,
29-03-2021,Karnataka,21195741,,,,,,,,,,,
30-03-2021,Karnataka,21302658,,,,,,,,,,,
31-03-2021,Karnataka,21411226,,,,,,,,,,,
01-04-2021,Karnataka,21526958,,,,,,,,,,,
02-04-2021,Karnataka,21645891,,,,,,,,,,,
03-04-2021,Karnataka,21769721,,,,,,,,,,,
04-04-2021,Karnataka,21889602,,,,,,,,,,,
05-04-2021,Karnataka,21987431,,,,,,,,,,,
06-04-2021,Karnataka,22089452,,,,,,,,,,,
07-04-2021,Karnataka,22214842,,,,,,,,,,,
08-04-2021,Karnataka,22323599,,,,,,,,,,,
09-04-2021,Karnataka,22458762,,,,,,,,,,,
10-04-2021,Karnataka,22557552,,,,,,,,,,,
11-04-2021,Karnataka,22690258,,,,,,,,,,,
12-04-2021,Karnataka,22806423,,,,,,,,,,,
13-04-2021,Karnataka,22928322,,,,,,,,,,,
14-04-2021,Karnataka,23041564,,,,,,,,,,,
15-04-2021,Karnataka,23170964,,,,,,,,,,,
16-04-2021,Karnataka,23304701,,,,,,,,,,,
17-04-2021,Karnataka,23448009,,,,,,,,,,,
18-04-2021,Karnataka,23593654,,,,,,,,,,,
19-04-2021,Karnataka,23716866,,,,,,,,,,,
20-04-2021,Karnataka,23864354,,,,,,,,,,,
21-04-2021,Karnataka,24016635,,,,,,,,,,,
22-04-2021,Karnataka,24179169,,,,,,,,,,,
23-04-2021,Karnataka,24356635,,,,,,,,,,,
24-04-2021,Karnataka,24546248,,,,,,,,,,,
25-04-2021,Karnataka,24722862,,,,,,,,,,,
26-04-2021,Karnataka,24889269,,,,,,,,,,,
27-04-2021,Karnataka,25059385,,,,,,,,,,,
28-04-2021,Karnataka,25231382,,,,,,,,,,,
29-04-2021,Karnataka,25407198,,,,,,,,,,,
30-04-2021,Karnataka,25596991,,,,,,,,,,,
01-05-2021,Karnataka,25774973,,,,,,,,,,,
02-05-2021,Karnataka,25933338,,,,,,,,,,,
03-05-2021,Karnataka,26082428,,,,,,,,,,,
04-05-2021,Karnataka,26236135,,,,,,,,,,,
05-05-2021,Karnataka,26391359,,,,,,,,,,,
06-05-2021,Karnataka,26555800,,,,,,,,,,,
07-05-2021,Karnataka,26714702,,,,,,,,,,,
08-05-2021,Karnataka,26871729,,,,,,,,,,,
09-05-2021,Karnataka,27018220,,,,,,,,,,,
10-05-2021,Karnataka,27142330,,,,,,,,,,,
11-05-2021,Karnataka,27258568,,,,,,,,,,,
12-05-2021,Karnataka,27393360,,,,,,,,,,,
13-05-2021,Karnataka,27521028,,,,,,,,,,,
14-05-2021,Karnataka,27648133,,,,,,,,,,,
15-05-2021,Karnataka,27766478,,,,,,,,,,,
16-05-2021,Karnataka,27879697,,,,,,,,,,,
17-05-2021,Karnataka,27976933,,,,,,,,,,,
18-05-2021,Karnataka,28070180,,,,,,,,,,,
19-05-2021,Karnataka,28199718,,,,,,,,,,,
20-05-2021,Karnataka,28320429,,,,,,,,,,,
21-05-2021,Karnataka,28453442,,,,,,,,,,,
22-05-2021,Karnataka,28582203,,,,,,,,,,,
23-05-2021,Karnataka,28707320,,,,,,,,,,,
24-05-2021,Karnataka,28816043,,,,,,,,,,,
25-05-2021,Karnataka,28923718,,,,,,,,,,,
26-05-2021,Karnataka,29061302,,,,,,,,,,,
27-05-2021,Karnataka,29198945,,,,,,,,,,,
28-05-2021,Karnataka,29339728,,,,,,,,,,,
29-05-2021,Karnataka,29475822,,,,,,,,,,,
30-05-2021,Karnataka,29614631,,,,,,,,,,,
31-05-2021,Karnataka,29736960,,,,,,,,,,,
01-06-2021,Karnataka,29853184,,,,,,,,,,,
02-06-2021,Karnataka,29999107,,,,,,,,,,,
03-06-2021,Karnataka,30149275,,,,,,,,,,,
04-06-2021,Karnataka,30299885,,,,,,,,,,,
05-06-2021,Karnataka,30442176,,,,,,,,,,,
06-06-2021,Karnataka,30600450,,,,,,,,,,,
07-06-2021,Karnataka,30732003,,,,,,,,,,,
08-06-2021,Karnataka,30862227,,,,,,,,,,,
09-06-2021,Karnataka,31026189,,,,,,,,,,,
10-06-2021,Karnataka,31193920,,,,,,,,,,,
11-06-2021,Karnataka,31363615,,,,,,,,,,,
12-06-2021,Karnataka,31511642,,,,,,,,,,,
13-06-2021,Karnataka,31641259,,,,,,,,,,,
14-06-2021,Karnataka,31791001,,,,,,,,,,,
15-06-2021,Karnataka,31923601,,,,,,,,,,,
16-06-2021,Karnataka,32092313,,,,,,,,,,,
17-06-2021,Karnataka,32250755,,,,,,,,,,,
18-06-2021,Karnataka,32393253,,,,,,,,,,,
19-06-2021,Karnataka,32565018,,,,,,,,,,,
20-06-2021,Karnataka,32739539,,,,,,,,,,,
21-06-2021,Karnataka,32889270,,,,,,,,,,,
22-06-2021,Karnataka,33018369,,,,,,,,,,,
23-06-2021,Karnataka,33189023,,,,,,,,,,,
24-06-2021,Karnataka,33350310,,,,,,,,,,,
25-06-2021,Karnataka,33508382,,,,,,,,,,,
26-06-2021,Karnataka,33673392,,,,,,,,,,,
27-06-2021,Karnataka,33838028,,,,,,,,,,,
28-06-2021,Karnataka,33971945,,,,,,,,,,,
29-06-2021,Karnataka,34098615,,,,,,,,,,,
30-06-2021,Karnataka,34269727,,,,,,,,,,,
01-07-2021,Karnataka,34425805,,,,,,,,,,,
02-07-2021,Karnataka,34580906,,,,,,,,,,,
03-07-2021,Karnataka,34735561,,,,,,,,,,,
04-07-2021,Karnataka,34888644,,,,,,,,,,,
05-07-2021,Karnataka,35035219,,,,,,,,,,,
06-07-2021,Karnataka,35152131,,,,,,,,,,,
07-07-2021,Karnataka,35318762,,,,,,,,,,,
08-07-2021,Karnataka,35476314,,,,,,,,,,,
09-07-2021,Karnataka,35630054,,,,,,,,,,,
10-07-2021,Karnataka,35775720,,,,,,,,,,,
11-07-2021,Karnataka,35934618,,,,,,,,,,,
12-07-2021,Karnataka,36044017,,,,,,,,,,,
13-07-2021,Karnataka,36168611,,,,,,,,,,,
14-07-2021,Karnataka,36293105,,,,,,,,,,,
15-07-2021,Karnataka,36431379,,,,,,,,,,,
16-07-2021,Karnataka,36584287,,,,,,,,,,,
17-07-2021,Karnataka,36727143,,,,,,,,,,,
18-07-2021,Karnataka,36883707,,,,,,,,,,,
19-07-2021,Karnataka,37019681,,,,,,,,,,,
20-07-2021,Karnataka,37133137,,,,,,,,,,,
21-07-2021,Karnataka,37285851,,,,,,,,,,,
22-07-2021,Karnataka,37426194,,,,,,,,,,,
23-07-2021,Karnataka,37551620,,,,,,,,,,,
24-07-2021,Karnataka,37705035,,,,,,,,,,,
25-07-2021,Karnataka,37852023,,,,,,,,,,,
26-07-2021,Karnataka,37966095,,,,,,,,,,,
27-07-2021,Karnataka,38068589,,,,,,,,,,,
28-07-2021,Karnataka,38216908,,,,,,,,,,,
29-07-2021,Karnataka,38365769,,,,,,,,,,,
30-07-2021,Karnataka,38510966,,,,,,,,,,,
31-07-2021,Karnataka,38649498,,,,,,,,,,,
01-08-2021,Karnataka,38804546,,,,,,,,,,,
02-08-2021,Karnataka,38937576,,,,,,,,,,,
03-08-2021,Karnataka,39058597,,,,,,,,,,,
04-08-2021,Karnataka,39228008,,,,,,,,,,,
05-08-2021,Karnataka,39389670,,,,,,,,,,,
06-08-2021,Karnataka,39552008,,,,,,,,,,,
07-08-2021,Karnataka,39699877,,,,,,,,,,,
08-08-2021,Karnataka,39846323,,,,,,,,,,,
09-08-2021,Karnataka,39978515,,,,,,,,,,,
10-08-2021,Karnataka,40104915,,,,,,,,,,,
11-08-2021,Karnataka,40272152,,,,,,,,,,,
12-08-2021,Karnataka,40433427,,,,,,,,,,,
13-08-2021,Karnataka,40602759,,,,,,,,,,,
14-08-2021,Karnataka,40758748,,,,,,,,,,,
15-08-2021,Karnataka,40911515,,,,,,,,,,,
16-08-2021,Karnataka,41025095,,,,,,,,,,,
17-08-2021,Karnataka,41153364,,,,,,,,,,,
18-08-2021,Karnataka,41332380,,,,,,,,,,,
19-08-2021,Karnataka,41509357,,,,,,,,,,,
20-08-2021,Karnataka,41682357,,,,,,,,,,,
21-08-2021,Karnataka,41839866,,,,,,,,,,,
22-08-2021,Karnataka,41965024,,,,,,,,,,,
23-08-2021,Karnataka,42071388,,,,,,,,,,,
24-08-2021,Karnataka,42262303,,,,,,,,,,,
25-08-2021,Karnataka,42458269,,,,,,,,,,,
26-08-2021,Karnataka,42645456,,,,,,,,,,,
27-08-2021,Karnataka,42832356,,,,,,,,,,,
28-08-2021,Karnataka,43015998,,,,,,,,,,,
29-08-2021,Karnataka,43194662,,,,,,,,,,,
30-08-2021,Karnataka,43345881,,,,,,,,,,,
31-08-2021,Karnataka,43474538,,,,,,,,,,,
01-09-2021,Karnataka,43649857,,,,,,,,,,,
02-09-2021,Karnataka,43815243,,,,,,,,,,,
03-09-2021,Karnataka,43994470,,,,,,,,,,,
04-09-2021,Karnataka,44153718,,,,,,,,,,,
05-09-2021,Karnataka,44310620,,,,,,,,,,,
06-09-2021,Karnataka,44449710,,,,,,,,,,,
07-09-2021,Karnataka,44568501,,,,,,,,,,,
08-09-2021,Karnataka,44738122,,,,,,,,,,,
09-09-2021,Karnataka,44907570,,,,,,,,,,,
10-09-2021,Karnataka,45075249,,,,,,,,,,,
11-09-2021,Karnataka,45194752,,,,,,,,,,,
12-09-2021,Karnataka,45294928,,,,,,,,,,,
13-09-2021,Karnataka,45413942,,,,,,,,,,,
14-09-2021,Karnataka,45519587,,,,,,,,,,,
15-09-2021,Karnataka,45689893,,,,,,,,,,,
